Jugador,Nacionalidad,Edad,market_value,contract_date,days_left_on_contract,last_seen,matches_played,GK,CB,RB,LB,WB,DM,CM,AM,LM,RM,LW,RW,FW,Goles,Tiros Totales,xG,npxG,xAG,Acciones_que_crean_tiros,Pases_intentados,Pases_progresivos,Regates_exitosos,Pases_medios_completados,Pases_largos_completados,xA,Pases_en_ultimo_tercio,Pases_balon_vivo,Pases_balon_muerto,Pases_al_hueco,Pases_centros,Pases_completados,Pases_fuera_de_juego,Valla_no_vencida,Errores_defnsivos_ocasion_tiro,Toques_en_zona_ofensiva,Toques_en_area_rival,%_de_regates_exitosos,Veces_que_fue_barrido_regate,Acarreos_ultimo_tercio,Malos_controles,Perdida_balon,Pases_recibidos,Pases_progresivos_recibidos,Faltas_cometidas,Centros,Duelos_aereos_ganados,%_de_duelos_aereos_ganados,market_value_num,target_log,Edad_c,Edad_c2
Abdoulaye Bamba,Côte d'Ivoire,35.00547945205479,0.3,2026-06-30,303,2025-04-27,19,0.0,0.8947368421052632,0.10526315789473684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05263157894736842,0.005263157894736842,0.005263157894736842,0.010526315789473684,0.5263157894736842,30.789473684210527,0.8421052631578947,0.10526315789473684,17.94736842105263,2.3157894736842106,0.010526315789473684,1.0,29.0,1.7894736842105263,0.05263157894736842,0.2631578947368421,27.263157894736842,0.0,4.157894736842105,0.0,1.368421052631579,0.15789473684210525,100.0,0.0,0.10526315789473684,0.15789473684210525,0.21052631578947367,24.63157894736842,0.15789473684210525,0.5263157894736842,0.2631578947368421,0.5789473684210527,42.666666666666664,0.3,0.262364264467491,8.811011801616111,77.63392896821838
Abdoulaye Keita,Spain,22.44109589041096,2.0,2026-06-30,303,2025-02-09,3,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.3333333333333333,9.0,0.6666666666666666,0.3333333333333333,2.0,0.3333333333333333,0.03333333333333333,1.0,8.666666666666666,0.3333333333333333,0.0,0.3333333333333333,5.0,0.0,1.0,0.0,4.0,0.3333333333333333,25.0,0.6666666666666666,0.0,1.0,1.0,8.333333333333334,1.3333333333333333,2.0,0.3333333333333333,1.0,50.0,2.0,1.0986122886681098,-3.753371760027722,14.087799568973601
Abdoulaye Niakhate Ndiaye,Senegal,23.101369863013698,4.0,2029-06-30,1399,2025-05-17,22,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045454545454545456,0.5,0.045454545454545456,0.045454545454545456,0.0,0.5,42.31818181818182,1.7727272727272727,0.09090909090909091,19.40909090909091,4.909090909090909,0.004545454545454546,1.6363636363636365,40.36363636363637,1.8636363636363635,0.0,0.09090909090909091,36.54545454545455,0.09090909090909091,6.545454545454546,0.13636363636363635,1.5,0.9545454545454546,28.571428571428573,0.2727272727272727,0.09090909090909091,0.6818181818181818,0.22727272727272727,33.63636363636363,0.18181818181818182,0.9090909090909091,0.09090909090909091,2.090909090909091,56.74761904761905,4.0,1.6094379124341003,-3.093097787424984,9.567253922573332
Abdoulaye Toure,Guinea,31.205479452054796,3.0,2026-06-30,303,2025-05-17,28,0.0,0.0,0.0,0.0,0.0,0.4642857142857143,0.4642857142857143,0.0,0.07142857142857142,0.0,0.0,0.0,0.0,0.35714285714285715,1.3571428571428572,0.33571428571428574,0.075,0.014285714285714287,1.75,37.82142857142857,3.892857142857143,0.6071428571428571,14.0,3.7857142857142856,0.024999999999999998,3.2142857142857144,37.142857142857146,0.4642857142857143,0.10714285714285714,0.39285714285714285,31.0,0.21428571428571427,1.5,0.17857142857142858,7.357142857142857,1.0,50.790476190476184,0.42857142857142855,0.5,1.0357142857142858,1.0714285714285714,29.714285714285715,1.0,1.0714285714285714,0.39285714285714285,1.0714285714285714,62.225,3.0,1.3862943611198906,5.011011801616114,25.11023927593597
Abdukodir Khusanov,Uzbekistan,21.03835616438356,35.0,2029-06-30,1399,2025-03-15,19,0.0,0.9473684210526315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05263157894736842,0.0,0.3684210526315789,0.010526315789473684,0.010526315789473684,0.021052631578947368,0.8421052631578947,49.63157894736842,3.5789473684210527,0.05263157894736842,23.473684210526315,2.5789473684210527,0.005263157894736842,3.263157894736842,47.68421052631579,1.894736842105263,0.0,0.3157894736842105,44.36842105263158,0.05263157894736842,4.526315789473684,0.05263157894736842,3.4210526315789473,0.2631578947368421,33.333333333333336,0.10526315789473684,0.2631578947368421,0.3684210526315789,0.10526315789473684,38.10526315789474,0.42105263157894735,0.8421052631578947,0.3157894736842105,1.736842105263158,62.25882352941177,35.0,3.58351893845611,-5.156111486055121,26.585485656629544
Abdul Mumin,Ghana,26.734246575342464,5.0,2026-06-30,303,2025-03-01,24,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.4166666666666667,0.025000000000000005,0.025000000000000005,0.008333333333333333,0.4583333333333333,45.208333333333336,1.6666666666666667,0.20833333333333334,20.5,3.625,0.0,1.6666666666666667,42.375,2.7083333333333335,0.0,0.25,37.5,0.125,5.208333333333333,0.0,1.625,0.5416666666666666,50.0,0.16666666666666666,0.20833333333333334,0.6666666666666666,0.20833333333333334,34.125,0.25,0.9166666666666666,0.25,1.2916666666666667,55.985,5.0,1.791759469228055,0.5397789249037821,0.2913612877702828
Abel Ruiz,Spain,25.32054794520548,4.0,2029-06-30,1399,2025-05-25,23,0.0,0.021739130434782608,0.0,0.0,0.0,0.0,0.0,0.08695652173913043,0.0,0.0,0.021739130434782608,0.0,0.8695652173913043,0.17391304347826086,0.9130434782608695,0.20434782608695654,0.13478260869565217,0.021739130434782608,0.7391304347826086,11.826086956521738,1.0,0.30434782608695654,3.608695652173913,0.6521739130434783,0.030434782608695653,0.6086956521739131,10.347826086956522,1.434782608695652,0.043478260869565216,0.17391304347826086,10.391304347826088,0.043478260869565216,0.30434782608695654,0.0,7.695652173913044,2.5652173913043477,33.33,0.43478260869565216,0.5217391304347826,1.391304347826087,0.782608695652174,12.217391304347826,3.0869565217391304,0.30434782608695654,0.17391304347826086,0.391304347826087,32.29375,4.0,1.6094379124341003,-0.8739197052332024,0.7637356511948874
Abner,Brazil,24.972602739726028,7.0,2029-06-30,1399,2025-05-17,19,0.0,0.0,0.05263157894736842,0.6842105263157895,0.15789473684210525,0.0,0.0,0.0,0.0,0.0,0.10526315789473684,0.0,0.0,0.05263157894736842,0.3684210526315789,0.02631578947368421,0.02631578947368421,0.05789473684210527,1.3157894736842106,35.526315789473685,3.473684210526316,0.3157894736842105,9.526315789473685,1.736842105263158,0.1105263157894737,2.3684210526315788,30.31578947368421,5.105263157894737,0.05263157894736842,1.631578947368421,29.894736842105264,0.10526315789473684,2.1578947368421053,0.0,11.842105263157896,1.1578947368421053,54.54545454545455,0.3157894736842105,0.8421052631578947,0.7368421052631579,0.42105263157894735,27.0,2.8947368421052633,0.8421052631578947,1.631578947368421,0.3684210526315789,54.1625,7.0,2.0794415416798357,-1.2218649107126538,1.4929538600308414
Achraf Hakimi,Morocco,26.53150684931507,80.0,2029-06-30,1399,2025-05-17,25,0.0,0.0,0.94,0.0,0.02,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.16,1.28,0.11200000000000002,0.11200000000000002,0.24400000000000002,4.16,85.6,7.32,1.04,22.92,2.52,0.21600000000000003,5.52,77.96,7.52,0.08,3.2,75.92,0.12,0.72,0.12,38.96,3.24,52.38333333333333,0.84,2.28,1.52,0.6,72.68,10.96,0.76,3.2,0.36,48.214285714285715,80.0,4.394449154672439,0.33703919887638634,0.1135954215792363
Adam Aznou,Morocco,18.958904109589042,4.0,2029-06-30,1399,2025-05-18,13,0.0,0.0,0.0,0.8846153846153846,0.0,0.0,0.0,0.0,0.11538461538461539,0.0,0.0,0.0,0.0,0.0,0.3076923076923077,0.02307692307692308,0.02307692307692308,0.015384615384615385,1.2307692307692308,26.384615384615383,1.9230769230769231,1.4615384615384615,6.461538461538462,1.2307692307692308,0.02307692307692308,1.3076923076923077,20.23076923076923,5.846153846153846,0.0,0.9230769230769231,18.846153846153847,0.3076923076923077,2.3076923076923075,0.0,6.846153846153846,0.9230769230769231,41.284615384615385,1.1538461538461537,0.46153846153846156,2.1538461538461537,0.9230769230769231,17.53846153846154,2.0,1.0769230769230769,0.9230769230769231,0.8461538461538461,75.0,4.0,1.6094379124341003,-7.23556354084964,52.35337975367258
Adam Marusic,Montenegro,32.602739726027394,3.5,2026-06-30,303,2025-05-25,35,0.0,0.014285714285714285,0.6857142857142857,0.2571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04285714285714286,0.0,0.11428571428571428,0.6571428571428571,0.05142857142857143,0.05142857142857143,0.011428571428571429,0.9428571428571428,35.42857142857143,2.4,0.2857142857142857,11.82857142857143,1.6,0.008571428571428572,2.057142857142857,29.82857142857143,5.571428571428571,0.0,1.542857142857143,30.085714285714285,0.02857142857142857,1.7428571428571429,0.0,9.742857142857142,0.8857142857142857,47.05882352941177,0.34285714285714286,0.7714285714285715,0.34285714285714286,0.37142857142857144,26.457142857142856,3.085714285714286,0.5714285714285714,1.542857142857143,0.8285714285714286,52.868,3.5,1.5040773967762742,6.408272075588712,41.06595099477006
Adam Masina,Morocco,31.39178082191781,1.5,2026-06-30,303,2025-05-25,28,0.0,0.8571428571428571,0.03571428571428571,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03571428571428571,0.0,0.03571428571428571,0.2857142857142857,0.02142857142857143,0.02142857142857143,0.0071428571428571435,0.75,45.25,2.607142857142857,0.21428571428571427,19.964285714285715,3.7857142857142856,0.021428571428571432,2.5714285714285716,42.785714285714285,2.357142857142857,0.03571428571428571,0.5,38.07142857142857,0.10714285714285714,3.392857142857143,0.07142857142857142,2.857142857142857,0.42857142857142855,50.0,0.21428571428571427,0.32142857142857145,0.42857142857142855,0.2857142857142857,34.67857142857143,0.35714285714285715,0.8214285714285714,0.5,2.357142857142857,71.14999999999999,1.5,0.9162907318741551,5.197313171479127,27.012064202430423
