Jugador,Nacionalidad,Edad,market_value,contract_date,days_left_on_contract,last_seen,matches_played,GK,CB,RB,LB,WB,DM,CM,AM,LM,RM,LW,RW,FW,Goles,Tiros Totales,xG,npxG,xAG,Acciones_que_crean_tiros,Pases_intentados,Pases_progresivos,Regates_exitosos,Pases_medios_completados,Pases_largos_completados,xA,Pases_en_ultimo_tercio,Pases_balon_vivo,Pases_balon_muerto,Pases_al_hueco,Pases_centros,Pases_completados,Pases_fuera_de_juego,Valla_no_vencida,Errores_defnsivos_ocasion_tiro,Toques_en_zona_ofensiva,Toques_en_area_rival,%_de_regates_exitosos,Veces_que_fue_barrido_regate,Acarreos_ultimo_tercio,Malos_controles,Perdida_balon,Pases_recibidos,Pases_progresivos_recibidos,Faltas_cometidas,Centros,Duelos_aereos_ganados,%_de_duelos_aereos_ganados,market_value_num,target_log,Edad_c,Edad_c2
Facundo Buonanotte,Argentina,20.41917808219178,20.0,2028-06-30,1034,2025-05-25,30,0.0,0.0,0.0,0.0,0.016666666666666666,0.0,0.016666666666666666,0.3777777777777778,0.0,0.05,0.01111111111111111,0.4444444444444445,0.08333333333333333,0.16666666666666666,1.2,0.13,0.13,0.09333333333333332,1.7,18.8,1.7666666666666666,0.9333333333333333,4.966666666666667,1.1666666666666667,0.07333333333333333,1.3666666666666667,16.466666666666665,2.2,0.23333333333333334,1.4333333333333333,14.3,0.13333333333333333,0.43333333333333335,0.0,10.1,1.3,30.68148148148148,1.6333333333333333,0.8,1.9,1.2666666666666666,17.266666666666666,2.4,1.1666666666666667,1.4333333333333333,0.6,31.66190476190476,20.0,3.044522437723423,-5.775289568246901,33.353969597101475
Facundo Garces,Malaysia,25.715068493150685,2.0,2028-06-30,1034,2025-05-24,10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.01,0.01,0.07999999999999999,0.3,19.7,1.2,0.0,9.6,1.7,0.06999999999999999,0.8,18.5,1.2,0.0,0.1,15.0,0.0,5.1,0.0,2.1,1.3,,0.0,0.0,0.2,0.0,12.9,0.3,0.7,0.1,1.3,48.01666666666667,2.0,1.0986122886681098,-0.47939915728799676,0.22982355200844146
Facundo Medina,Argentina,25.96986301369863,25.0,2026-06-30,303,2025-05-17,29,0.0,0.7931034482758621,0.0,0.15517241379310345,0.0,0.017241379310344827,0.034482758620689655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9310344827586207,0.06206896551724138,0.06206896551724138,0.06896551724137931,2.3448275862068964,65.13793103448276,6.0,0.3448275862068966,23.586206896551722,4.0,0.11034482758620691,5.413793103448276,60.13793103448276,4.689655172413793,0.10344827586206896,0.5517241379310345,57.06896551724138,0.3103448275862069,2.413793103448276,0.0,11.758620689655173,1.0689655172413792,39.0625,0.5862068965517241,1.6551724137931034,0.9310344827586207,0.4827586206896552,52.206896551724135,1.4482758620689655,1.0,0.5517241379310345,1.0344827586206897,47.45454545454545,25.0,3.258096538021482,-0.22460463674005027,0.05044724284512994
Fali Cande,Guinea-Bissau,27.33150684931507,2.5,2029-06-30,1399,2025-05-25,17,0.0,0.9705882352941176,0.0,0.029411764705882353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.058823529411764705,0.29411764705882354,0.07058823529411765,0.07058823529411765,0.029411764705882353,0.8235294117647058,55.23529411764706,2.764705882352941,0.5294117647058824,19.352941176470587,3.8823529411764706,0.0058823529411764705,3.4705882352941178,44.0,11.0,0.0,0.4117647058823529,44.76470588235294,0.23529411764705882,5.294117647058823,0.11764705882352941,3.235294117647059,0.47058823529411764,92.85714285714286,0.0,0.5294117647058824,0.7058823529411765,0.47058823529411764,33.64705882352941,0.17647058823529413,1.411764705882353,0.4117647058823529,2.176470588235294,52.8375,2.5,1.252762968495368,1.137039198876387,1.292858139781456
Faris Pemi Moumbagna,Cameroon,24.12876712328767,5.0,2028-06-30,1034,2024-08-17,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,,5.0,1.791759469228055,-2.0657005271510123,4.26711866787197
Faustino Anjorin,England,23.5013698630137,6.0,2026-06-30,303,2025-05-25,22,0.0,0.0,0.0,0.0,0.0,0.0,0.9772727272727273,0.022727272727272728,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,1.0454545454545454,0.03181818181818182,0.03181818181818182,0.07272727272727274,1.4545454545454546,20.045454545454547,2.5,0.7272727272727273,7.181818181818182,1.2727272727272727,0.05454545454545454,2.0,19.0,1.0,0.09090909090909091,0.7727272727272727,16.136363636363637,0.045454545454545456,0.9090909090909091,0.0,6.954545454545454,0.7727272727272727,29.549999999999997,1.0,0.7727272727272727,1.1363636363636365,0.5,17.5,1.5909090909090908,1.0909090909090908,0.7727272727272727,0.4090909090909091,31.666666666666668,6.0,1.9459101490553132,-2.693097787424982,7.2527756926333335
Federico Baschirotto,Italy,28.676712328767124,3.6,2028-06-30,1034,2025-05-25,38,0.0,0.9868421052631579,0.013157894736842105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05263157894736842,0.5789473684210527,0.028947368421052635,0.028947368421052635,0.002631578947368421,0.4473684210526316,43.026315789473685,1.868421052631579,0.10526315789473684,20.05263157894737,5.157894736842105,0.010526315789473684,1.3421052631578947,38.473684210526315,4.473684210526316,0.0,0.13157894736842105,37.078947368421055,0.07894736842105263,6.2368421052631575,0.05263157894736842,1.9210526315789473,0.9473684210526315,75.0,0.0,0.23684210526315788,0.34210526315789475,0.02631578947368421,30.44736842105263,0.13157894736842105,0.8157894736842105,0.13157894736842105,2.736842105263158,63.902702702702705,3.6,1.5260563034950494,2.482244678328442,6.16153864308987
Federico Chiesa,Italy,27.564383561643837,14.0,2028-06-30,1034,2025-05-19,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4166666666666667,0.0,0.5833333333333334,0.0,0.8333333333333334,0.06666666666666667,0.06666666666666667,0.03333333333333333,1.0,5.166666666666667,0.5,0.0,1.0,0.3333333333333333,0.03333333333333333,0.6666666666666666,5.0,0.16666666666666666,0.0,0.3333333333333333,4.5,0.0,0.16666666666666666,0.16666666666666666,3.5,0.6666666666666666,0.0,0.3333333333333333,0.16666666666666666,0.5,0.6666666666666666,5.5,1.1666666666666667,0.5,0.3333333333333333,0.0,0.0,14.0,2.70805020110221,1.3699159112051547,1.8766696037730493
Federico Dimarco,Italy,27.53150684931507,50.0,2027-06-30,668,2025-05-23,33,0.0,0.015151515151515152,0.0,0.015151515151515152,0.8181818181818182,0.0,0.030303030303030304,0.0,0.0,0.0,0.12121212121212122,0.0,0.0,0.12121212121212122,1.696969696969697,0.1,0.1,0.18484848484848485,2.909090909090909,38.63636363636363,2.515151515151515,0.12121212121212122,11.818181818181818,2.6666666666666665,0.14545454545454545,1.4242424242424243,33.03030303030303,5.393939393939394,0.09090909090909091,5.757575757575758,29.484848484848484,0.21212121212121213,1.0,0.06060606060606061,20.454545454545453,2.727272727272727,33.333333333333336,0.18181818181818182,1.0606060606060606,0.5454545454545454,0.30303030303030304,30.515151515151516,7.03030303030303,0.5757575757575758,5.757575757575758,0.21212121212121213,37.11818181818182,50.0,3.9318256327243257,1.3370391988763863,1.787673819332009
Federico Gatti,Italy,26.91780821917808,24.0,2030-06-30,1764,2025-05-25,30,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03333333333333333,0.8333333333333334,0.08666666666666667,0.08666666666666667,0.013333333333333332,0.8666666666666667,48.666666666666664,2.433333333333333,0.23333333333333334,27.966666666666665,2.0,0.006666666666666667,1.9333333333333333,47.3,1.3,0.0,0.03333333333333333,46.233333333333334,0.06666666666666667,2.533333333333333,0.06666666666666667,2.1,0.9,50.0,0.16666666666666666,0.4666666666666667,0.4,0.26666666666666666,43.0,0.2,0.6666666666666666,0.03333333333333333,1.2333333333333334,61.223076923076924,24.0,3.2188758248682006,0.723340568739399,0.5232215783842372
Federico Ravaglia,Italy,25.53150684931507,1.5,2028-06-30,1034,2025-05-24,12,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,39.416666666666664,0.0,0.16666666666666666,17.5,7.666666666666667,0.0,1.1666666666666667,33.25,6.166666666666667,0.0,0.0,30.916666666666668,0.0,0.75,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,25.916666666666668,0.0,0.0,0.0,0.3333333333333333,100.0,1.5,0.9162907318741551,-0.6629608011236137,0.4395170238264636
Federico Valverde,Uruguay,26.838356164383562,130.0,2029-06-30,1399,2025-05-24,36,0.0,0.0,0.25,0.0,0.0,0.3078703703703704,0.19675925925925924,0.009259259259259259,0.04861111111111111,0.16203703703703703,0.0,0.02546296296296296,0.0,0.16666666666666666,1.5833333333333333,0.07222222222222223,0.07222222222222223,0.08611111111111111,2.4166666666666665,62.138888888888886,6.277777777777778,0.4444444444444444,21.916666666666668,5.5,0.07777777777777778,6.444444444444445,59.583333333333336,2.25,0.08333333333333333,0.7222222222222222,55.833333333333336,0.3055555555555556,1.4444444444444444,0.027777777777777776,15.88888888888889,1.1944444444444444,55.26315789473684,0.2777777777777778,1.5833333333333333,0.9722222222222222,0.027777777777777776,52.916666666666664,2.111111111111111,0.3333333333333333,0.7222222222222222,0.75,63.793103448275865,130.0,4.875197323201151,0.64388851394488,0.41459241839014593
Felix Lemarechal,France,21.775342465753425,28.0,2028-06-30,1034,2025-05-17,27,0.0,0.0,0.0,0.0,0.0,0.037037037037037035,0.16666666666666666,0.42592592592592593,0.018518518518518517,0.037037037037037035,0.1111111111111111,0.018518518518518517,0.18518518518518517,0.14814814814814814,0.9259259259259259,0.12962962962962962,0.12962962962962962,0.1111111111111111,2.074074074074074,25.703703703703702,2.1481481481481484,0.8888888888888888,6.814814814814815,1.1481481481481481,0.07037037037037037,1.2962962962962963,24.185185185185187,1.2962962962962963,0.25925925925925924,0.9629629629629629,20.40740740740741,0.2222222222222222,0.7037037037037037,0.0,11.925925925925926,2.074074074074074,40.07727272727273,0.8148148148148148,0.8148148148148148,1.962962962962963,0.8148148148148148,23.22222222222222,3.3333333333333335,1.1111111111111112,0.9629629629629629,0.5185185185185185,36.57222222222222,28.0,3.367295829986474,-4.419125184685257,19.528667397919502
Fellipe Jack,Brazil,19.15068493150685,1.4,2028-06-30,1034,2025-03-08,7,0.0,0.5,0.0,0.35714285714285715,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.014285714285714287,0.2857142857142857,14.0,1.1428571428571428,0.0,3.857142857142857,1.7142857142857142,0.0,0.8571428571428571,12.571428571428571,1.4285714285714286,0.0,0.0,11.0,0.0,0.7142857142857143,0.0,0.7142857142857143,0.14285714285714285,0.0,0.14285714285714285,0.14285714285714285,0.7142857142857143,0.0,10.142857142857142,0.14285714285714285,0.7142857142857143,0.0,0.5714285714285714,70.825,1.4,0.8754687373538999,-7.043782718931833,49.61487499152273
Fer Lopez,,,5.0,2030-06-30,1764,2025-05-24,17,0.0,0.0,0.0,0.0,0.0,0.0,0.20588235294117646,0.14705882352941177,0.0,0.058823529411764705,0.029411764705882353,0.47058823529411764,0.08823529411764706,0.11764705882352941,1.1764705882352942,0.15294117647058825,0.15294117647058825,0.11764705882352941,1.7647058823529411,15.294117647058824,2.5294117647058822,1.0588235294117647,5.352941176470588,1.0,0.07647058823529412,1.1176470588235294,14.941176470588236,0.11764705882352941,0.4117647058823529,0.11764705882352941,12.941176470588236,0.23529411764705882,0.4117647058823529,0.0,10.235294117647058,1.8823529411764706,52.23076923076923,0.7647058823529411,1.1764705882352942,1.9411764705882353,1.1764705882352942,17.529411764705884,3.411764705882353,0.7647058823529411,0.11764705882352941,0.11764705882352941,10.4125,5.0,1.791759469228055,-0.3341936778359411,0.1116854143055128
Ferdi Kadioglu,Turkey,25.07123287671233,25.0,2028-06-30,1034,2024-11-02,6,0.0,0.0,0.25,0.4166666666666667,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.16666666666666666,0.6666666666666666,0.06666666666666667,0.06666666666666667,0.016666666666666666,2.1666666666666665,29.166666666666668,2.5,0.5,10.166666666666666,1.5,0.03333333333333333,1.6666666666666667,26.166666666666668,2.8333333333333335,0.16666666666666666,1.5,24.0,0.16666666666666666,2.8333333333333335,0.0,12.0,1.5,50.0,0.5,0.0,1.0,0.3333333333333333,24.0,4.5,0.8333333333333334,1.5,0.5,75.0,25.0,3.258096538021482,-1.1232347737263524,1.26165635690809
Ferland Mendy,France,29.72876712328767,14.0,2028-06-30,1034,2025-03-01,14,0.0,0.03571428571428571,0.0,0.9642857142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03571428571428571,0.35714285714285715,47.92857142857143,2.5714285714285716,0.21428571428571427,14.214285714285714,2.2857142857142856,0.03571428571428571,3.142857142857143,41.5,6.285714285714286,0.0,0.07142857142857142,45.0,0.14285714285714285,0.5714285714285714,0.07142857142857142,10.642857142857142,0.2857142857142857,50.0,0.21428571428571427,0.7142857142857143,0.7142857142857143,0.6428571428571429,38.214285714285715,2.857142857142857,0.35714285714285715,0.07142857142857142,0.2857142857142857,66.66666666666667,14.0,2.70805020110221,3.534299472848989,12.491272763780643
Fermin Lopez,Spain,22.03835616438356,50.0,2029-06-30,1399,2025-05-25,28,0.0,0.0,0.0,0.0,0.0,0.08928571428571429,0.03571428571428571,0.5178571428571429,0.03571428571428571,0.125,0.125,0.03571428571428571,0.03571428571428571,0.21428571428571427,1.4642857142857142,0.19642857142857142,0.19642857142857142,0.1392857142857143,2.0357142857142856,24.107142857142858,2.8214285714285716,0.8928571428571429,6.214285714285714,1.3214285714285714,0.15,2.3214285714285716,22.285714285714285,1.7142857142857142,0.2857142857142857,1.6785714285714286,19.714285714285715,0.10714285714285714,0.10714285714285714,0.0,15.75,2.107142857142857,42.92916666666667,0.9285714285714286,0.7857142857142857,1.2857142857142858,0.5714285714285714,23.178571428571427,3.857142857142857,0.9642857142857143,1.6785714285714286,0.32142857142857145,41.66428571428571,50.0,3.9318256327243257,-4.156111486055121,17.273262684519302
Fernando Calero,Spain,29.69041095890411,1.5,2026-06-30,303,2025-05-24,21,0.0,0.5952380952380952,0.0,0.0,0.0,0.23809523809523808,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.023809523809523808,0.047619047619047616,0.09523809523809523,0.014285714285714287,0.014285714285714287,0.0,0.2857142857142857,18.142857142857142,0.8095238095238095,0.0,8.142857142857142,2.0476190476190474,0.0,0.8095238095238095,17.238095238095237,0.8571428571428571,0.0,0.09523809523809523,15.476190476190476,0.047619047619047616,2.380952380952381,0.047619047619047616,1.1428571428571428,0.09523809523809523,,0.0,0.09523809523809523,0.2857142857142857,0.0,13.619047619047619,0.09523809523809523,0.2857142857142857,0.09523809523809523,0.5714285714285714,47.7,1.5,0.9162907318741551,3.495943308465428,12.221619616004203
Ferran Torres,Spain,25.194520547945206,40.0,2027-06-30,668,2025-05-11,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12962962962962962,0.037037037037037035,0.0,0.37037037037037035,0.037037037037037035,0.42592592592592593,0.37037037037037035,1.7777777777777777,0.28888888888888886,0.28888888888888886,0.11481481481481481,1.4074074074074074,13.333333333333334,1.2962962962962963,0.4074074074074074,2.6296296296296298,0.4074074074074074,0.08518518518518518,0.6296296296296297,12.185185185185185,1.037037037037037,0.07407407407407407,0.6296296296296297,9.88888888888889,0.1111111111111111,0.18518518518518517,0.0,11.74074074074074,3.0,47.72727272727273,0.2962962962962963,0.5185185185185185,1.037037037037037,0.48148148148148145,14.703703703703704,3.6296296296296298,0.18518518518518517,0.6296296296296297,0.18518518518518517,33.333333333333336,40.0,3.713572066704308,-0.9999471024934756,0.9998942077850974
Fikayo Tomori,England,27.427397260273974,20.0,2027-06-30,668,2025-05-24,22,0.0,0.8181818181818182,0.13636363636363635,0.0,0.0,0.0,0.0,0.0,0.0,0.045454545454545456,0.0,0.0,0.0,0.0,0.09090909090909091,0.004545454545454546,0.004545454545454546,0.031818181818181815,1.0,50.13636363636363,2.8636363636363638,0.09090909090909091,24.90909090909091,2.4545454545454546,0.031818181818181815,2.6363636363636362,46.59090909090909,3.4545454545454546,0.09090909090909091,0.2727272727272727,46.31818181818182,0.09090909090909091,2.772727272727273,0.09090909090909091,2.4545454545454546,0.3181818181818182,100.0,0.0,0.4090909090909091,0.4090909090909091,0.09090909090909091,39.59090909090909,0.13636363636363635,0.45454545454545453,0.2727272727272727,1.2727272727272727,45.585,20.0,3.044522437723423,1.232929609835292,1.5201154228086053
Filip Jørgensen,Denmark,22.863013698630137,18.0,2031-06-30,2129,2025-02-25,6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,31.5,0.0,0.0,13.166666666666666,1.8333333333333333,0.0,0.16666666666666666,28.166666666666668,3.3333333333333335,0.0,0.0,26.333333333333332,0.0,0.0,0.5,0.0,0.0,,0.0,0.0,0.0,0.0,23.166666666666668,0.0,0.16666666666666666,0.0,0.0,,18.0,2.9444389791664403,-3.3314539518085446,11.09858543302077
Filip Marchwinski,Poland,22.60821917808219,3.0,2028-06-30,1034,2024-08-19,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,3.0,0.0,,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,,3.0,1.3862943611198906,-3.586248472356491,12.861178105479267
Filippo Terracciano,Italy,22.27123287671233,3.2,2026-06-30,303,2025-05-18,13,0.0,0.0,0.11538461538461539,0.19230769230769232,0.0,0.3076923076923077,0.3076923076923077,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,0.23076923076923078,0.015384615384615385,0.015384615384615385,0.007692307692307693,0.3076923076923077,19.76923076923077,1.0769230769230769,0.0,8.615384615384615,0.7692307692307693,0.007692307692307693,1.6153846153846154,16.846153846153847,2.923076923076923,0.07692307692307693,0.23076923076923078,17.384615384615383,0.0,0.8461538461538461,0.0,3.3076923076923075,0.23076923076923078,0.0,0.15384615384615385,0.23076923076923078,0.07692307692307693,0.38461538461538464,14.923076923076923,0.6923076923076923,0.8461538461538461,0.23076923076923078,0.7692307692307693,70.24285714285715,3.2,1.4350845252893227,-3.923234773726353,15.391771089775668
Fisayo DeleBashiru,Nigeria,24.254794520547946,7.5,2028-06-30,1034,2025-05-10,20,0.0,0.0,0.0,0.0,0.0,0.175,0.025,0.325,0.15,0.0,0.2,0.025,0.1,0.15,0.8,0.05500000000000001,0.05500000000000001,0.035,1.2,17.95,1.3,0.7,5.45,0.45,0.030000000000000006,1.15,17.7,0.2,0.0,0.35,15.75,0.05,0.25,0.0,7.55,1.45,67.42727272727274,0.3,0.55,0.8,0.85,16.75,2.85,0.4,0.35,0.15,30.0,7.5,2.1400661634962708,-1.9396731298907355,3.762331850820122
Florent Hanin,Algeria,35.27945205479452,0.3,2026-06-30,303,2025-05-17,33,0.0,0.06060606060606061,0.0,0.9393939393939394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030303030303030304,0.3333333333333333,0.02424242424242424,0.02424242424242424,0.05151515151515152,1.8181818181818181,50.121212121212125,3.0,0.3333333333333333,13.666666666666666,3.4242424242424243,0.0696969696969697,2.8181818181818183,40.75757575757576,8.909090909090908,0.06060606060606061,3.242424242424242,38.84848484848485,0.45454545454545453,3.0,0.06060606060606061,13.575757575757576,0.5454545454545454,42.857142857142854,0.3333333333333333,1.1515151515151516,0.8181818181818182,0.21212121212121213,33.72727272727273,3.272727272727273,0.48484848484848486,3.242424242424242,0.45454545454545453,33.39,0.3,0.262364264467491,9.084984404355836,82.53694162738877
Florian Grillitsch,Austria,29.778082191780822,2.0,2026-06-30,303,2025-05-18,13,0.0,0.0,0.0,0.0,0.0,0.19230769230769232,0.7692307692307693,0.0,0.0,0.038461538461538464,0.0,0.0,0.0,0.0,0.23076923076923078,0.0,0.0,0.06153846153846154,1.6923076923076923,26.846153846153847,2.923076923076923,0.8461538461538461,10.307692307692308,2.8461538461538463,0.02307692307692308,2.230769230769231,25.153846153846153,1.6923076923076923,0.23076923076923078,0.46153846153846156,22.23076923076923,0.0,0.38461538461538464,0.07692307692307693,3.769230769230769,0.3076923076923077,76.67,0.23076923076923078,0.3076923076923077,0.38461538461538464,0.38461538461538464,21.384615384615383,0.5384615384615384,0.46153846153846156,0.46153846153846156,0.38461538461538464,45.0,2.0,1.0986122886681098,3.58361454134214,12.842293180918835
Florian Lejeune,France,34.010958904109586,2.5,2027-06-30,668,2025-05-24,37,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05405405405405406,1.5675675675675675,0.0945945945945946,0.0945945945945946,0.05135135135135135,1.0,55.729729729729726,3.864864864864865,0.10810810810810811,26.513513513513512,7.027027027027027,0.021621621621621623,4.54054054054054,52.83783783783784,2.8378378378378377,0.0,0.21621621621621623,46.7027027027027,0.05405405405405406,4.891891891891892,0.02702702702702703,3.0,1.027027027027027,60.0,0.02702702702702703,0.35135135135135137,0.4594594594594595,0.10810810810810811,43.567567567567565,0.13513513513513514,1.3513513513513513,0.21621621621621623,2.4864864864864864,61.99393939393939,2.5,1.252762968495368,7.816491253670904,61.09753551871374
Florian Sotoca,France,34.558904109589044,2.0,2026-06-30,303,2025-05-17,31,0.0,0.0,0.016129032258064516,0.0,0.03225806451612903,0.03225806451612903,0.06451612903225806,0.16129032258064516,0.0,0.06451612903225806,0.0,0.2903225806451613,0.3387096774193548,0.03225806451612903,1.5161290322580645,0.14516129032258066,0.14516129032258066,0.04838709677419355,1.7096774193548387,32.12903225806452,3.3870967741935485,0.5161290322580645,7.387096774193548,1.6129032258064515,0.08709677419354839,2.3870967741935485,30.419354838709676,1.3870967741935485,0.25806451612903225,2.4193548387096775,23.612903225806452,0.3225806451612903,0.8064516129032258,0.0,17.548387096774192,2.870967741935484,43.33529411764706,0.6129032258064516,1.3870967741935485,0.6451612903225806,0.7096774193548387,30.06451612903226,5.483870967741935,0.4838709677419355,2.4193548387096775,1.3870967741935485,67.91304347826087,2.0,1.0986122886681098,8.364436459150362,69.96379727916384
Florian Thauvin,France,32.11780821917808,5.0,2028-06-30,1034,2025-03-10,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.16,0.0,0.04,0.62,0.32,2.04,0.32,0.22399999999999998,0.14800000000000002,3.72,32.76,3.6,1.56,7.32,3.36,0.188,2.32,28.0,4.44,0.2,6.72,21.76,0.32,0.4,0.0,21.48,3.28,40.23913043478261,1.88,2.12,2.4,1.52,31.6,5.92,0.4,6.72,0.2,30.0,5.0,1.791759469228055,5.923340568739398,35.08596349327398
Folarin Balogun,United States,23.832876712328765,18.0,2028-06-30,1034,2025-05-03,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07692307692307693,0.0,0.0,0.07692307692307693,0.0,0.8461538461538461,0.3076923076923077,2.3846153846153846,0.36153846153846153,0.36153846153846153,0.06923076923076922,1.4615384615384615,9.615384615384615,0.6923076923076923,0.3076923076923077,1.4615384615384615,0.15384615384615385,0.08461538461538462,0.38461538461538464,9.076923076923077,0.46153846153846156,0.0,0.38461538461538464,6.538461538461538,0.07692307692307693,0.0,0.0,9.692307692307692,3.923076923076923,18.330000000000002,0.9230769230769231,0.9230769230769231,2.5384615384615383,1.0,13.692307692307692,5.615384615384615,0.5384615384615384,0.38461538461538464,0.3076923076923077,15.0,18.0,2.9444389791664403,-2.3615909381099165,5.577111758962875
Fran Beltran,Spain,26.301369863013697,8.0,2026-06-30,303,2025-05-24,34,0.0,0.0,0.0,0.0,0.0,0.08823529411764706,0.9117647058823529,0.0,0.0,0.0,0.0,0.0,0.0,0.058823529411764705,0.6764705882352942,0.029411764705882353,0.029411764705882353,0.047058823529411764,1.2647058823529411,43.588235294117645,4.470588235294118,0.29411764705882354,18.676470588235293,3.264705882352941,0.03823529411764706,3.8823529411764706,42.0,1.4705882352941178,0.20588235294117646,0.14705882352941177,38.61764705882353,0.11764705882352941,1.0,0.11764705882352941,7.235294117647059,0.4117647058823529,56.666666666666664,0.23529411764705882,0.8529411764705882,0.6764705882352942,0.6470588235294118,35.55882352941177,0.8529411764705882,1.0,0.14705882352941177,0.5588235294117647,43.11304347826087,8.0,2.1972245773362196,0.1069022125750152,0.011428083053433737
Fran Garcia,Spain,25.775342465753425,18.0,2027-06-30,668,2025-05-24,31,0.0,0.0,0.0,0.9516129032258065,0.016129032258064516,0.0,0.0,0.0,0.0,0.0,0.03225806451612903,0.0,0.0,0.0,0.45161290322580644,0.022580645161290325,0.022580645161290325,0.05806451612903226,1.8064516129032258,50.03225806451613,3.838709677419355,0.25806451612903225,12.548387096774194,2.161290322580645,0.06774193548387097,2.806451612903226,43.54838709677419,6.419354838709677,0.03225806451612903,2.129032258064516,43.354838709677416,0.06451612903225806,2.161290322580645,0.03225806451612903,19.548387096774192,1.064516129032258,31.10666666666667,0.4838709677419355,1.6774193548387097,0.6451612903225806,0.3225806451612903,37.483870967741936,5.709677419354839,0.41935483870967744,2.129032258064516,0.5483870967741935,44.05,18.0,2.9444389791664403,-0.4191251846852566,0.17566592043745047
Francesco Acerbi,Italy,37.27945205479452,3.0,2026-06-30,303,2025-05-23,23,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21739130434782608,0.026086956521739136,0.026086956521739136,0.026086956521739136,0.8695652173913043,56.391304347826086,2.6956521739130435,0.13043478260869565,30.304347826086957,3.608695652173913,0.05217391304347826,2.5652173913043477,54.608695652173914,1.6956521739130435,0.0,0.43478260869565216,52.17391304347826,0.08695652173913043,3.5217391304347827,0.0,4.695652173913044,0.8695652173913043,75.0,0.043478260869565216,0.8695652173913043,0.30434782608695654,0.08695652173913043,47.869565217391305,0.9565217391304348,0.4782608695652174,0.43478260869565216,2.652173913043478,65.9857142857143,3.0,1.3862943611198906,11.084984404355836,122.87687924481212
Francesco Camarda,Italy,17.205479452054796,10.0,2026-06-30,303,2025-05-24,10,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.8,0.0,0.8,0.05,0.05,0.05,0.7,4.4,0.1,0.2,0.8,0.0,0.02,0.1,4.1,0.3,0.0,0.1,3.7,0.0,0.3,0.0,3.9,1.7,30.0,0.4,0.1,0.7,0.3,5.1,1.6,0.8,0.1,0.6,54.1625,10.0,2.3978952727983707,-8.988988198383886,80.80190883068478
Francesco Caputo,Italy,37.03013698630137,2.5,2026-06-30,303,2024-08-17,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,2.5,1.252762968495368,10.83566933586269,117.41172995615499
