Jugador,market_value,matches_played,Acciones_que_crean_tiros,Toques_en_area_rival,Pases_recibidos,Acarreos_ultimo_tercio,days_left_on_contract,xAG,Pases_progresivos,npxG,Regates_exitosos,Pases_al_hueco,Pases_progresivos_recibidos,Perdida_balon,Veces_que_fue_barrido_regate,Malos_controles,Pases_fuera_de_juego,Faltas_cometidas,Edad_c,Edad_c2,GK,CB,WB,LW,RW,FW,market_value_num,target_log,Nacionalidad
Abdou Harroui,1.8,10,1.5,1.7,20.3,2.0,1034,0.05,2.1,0.22000000000000003,0.6,0.1,3.4,1.0,1.3,1.2,0.1,1.0,0.7288200207941955,0.5311786227104516,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,1.8,1.0296194171811583,Netherlands
Abdoulaye Bamba,0.3,19,0.5263157894736842,0.15789473684210525,24.63157894736842,0.10526315789473684,303,0.010526315789473684,0.8421052631578947,0.005263157894736842,0.10526315789473684,0.05263157894736842,0.15789473684210525,0.21052631578947367,0.0,0.15789473684210525,0.0,0.5263157894736842,8.811011801616111,77.63392896821838,0.0,0.8947368421052632,0.0,0.0,0.0,0.0,0.3,0.262364264467491,Côte d'Ivoire
Abdoulaye Keita,2.0,3,0.3333333333333333,0.3333333333333333,8.333333333333334,0.0,303,0.0,0.6666666666666666,0.0,0.3333333333333333,0.0,1.3333333333333333,1.0,0.6666666666666666,1.0,0.0,2.0,-3.753371760027722,14.087799568973601,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,2.0,1.0986122886681098,Spain
Abdoulaye Niakhate Ndiaye,4.0,22,0.5,0.9545454545454546,33.63636363636363,0.09090909090909091,1399,0.0,1.7727272727272727,0.045454545454545456,0.09090909090909091,0.0,0.18181818181818182,0.22727272727272727,0.2727272727272727,0.6818181818181818,0.09090909090909091,0.9090909090909091,-3.093097787424984,9.567253922573332,0.0,1.0,0.0,0.0,0.0,0.0,4.0,1.6094379124341003,Senegal
Abdoulaye Toure,3.0,28,1.75,1.0,29.714285714285715,0.5,303,0.014285714285714287,3.892857142857143,0.075,0.6071428571428571,0.10714285714285714,1.0,1.0714285714285714,0.42857142857142855,1.0357142857142858,0.21428571428571427,1.0714285714285714,5.011011801616114,25.11023927593597,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.3862943611198906,Guinea
Abdukodir Khusanov,35.0,19,0.8421052631578947,0.2631578947368421,38.10526315789474,0.2631578947368421,1399,0.021052631578947368,3.5789473684210527,0.010526315789473684,0.05263157894736842,0.0,0.42105263157894735,0.10526315789473684,0.10526315789473684,0.3684210526315789,0.05263157894736842,0.8421052631578947,-5.156111486055121,26.585485656629544,0.0,0.9473684210526315,0.0,0.0,0.0,0.05263157894736842,35.0,3.58351893845611,Uzbekistan
Abdul Mumin,5.0,24,0.4583333333333333,0.5416666666666666,34.125,0.20833333333333334,303,0.008333333333333333,1.6666666666666667,0.025000000000000005,0.20833333333333334,0.0,0.25,0.20833333333333334,0.16666666666666666,0.6666666666666666,0.125,0.9166666666666666,0.5397789249037821,0.2913612877702828,0.0,1.0,0.0,0.0,0.0,0.0,5.0,1.791759469228055,Ghana
Abel Ruiz,4.0,23,0.7391304347826086,2.5652173913043477,12.217391304347826,0.5217391304347826,1399,0.021739130434782608,1.0,0.13478260869565217,0.30434782608695654,0.043478260869565216,3.0869565217391304,0.782608695652174,0.43478260869565216,1.391304347826087,0.043478260869565216,0.30434782608695654,-0.8739197052332024,0.7637356511948874,0.0,0.021739130434782608,0.0,0.021739130434782608,0.0,0.8695652173913043,4.0,1.6094379124341003,Spain
Abner,7.0,19,1.3157894736842106,1.1578947368421053,27.0,0.8421052631578947,1399,0.05789473684210527,3.473684210526316,0.02631578947368421,0.3157894736842105,0.05263157894736842,2.8947368421052633,0.42105263157894735,0.3157894736842105,0.7368421052631579,0.10526315789473684,0.8421052631578947,-1.2218649107126538,1.4929538600308414,0.0,0.0,0.15789473684210525,0.10526315789473684,0.0,0.0,7.0,2.0794415416798357,Brazil
Achraf Hakimi,80.0,25,4.16,3.24,72.68,2.28,1399,0.24400000000000002,7.32,0.11200000000000002,1.04,0.08,10.96,0.6,0.84,1.52,0.12,0.76,0.33703919887638634,0.1135954215792363,0.0,0.0,0.02,0.0,0.0,0.0,80.0,4.394449154672439,Morocco
Adam Aznou,4.0,13,1.2307692307692308,0.9230769230769231,17.53846153846154,0.46153846153846156,1399,0.015384615384615385,1.9230769230769231,0.02307692307692308,1.4615384615384615,0.0,2.0,0.9230769230769231,1.1538461538461537,2.1538461538461537,0.3076923076923077,1.0769230769230769,-7.23556354084964,52.35337975367258,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.6094379124341003,Morocco
Adam Marusic,3.5,35,0.9428571428571428,0.8857142857142857,26.457142857142856,0.7714285714285715,303,0.011428571428571429,2.4,0.05142857142857143,0.2857142857142857,0.0,3.085714285714286,0.37142857142857144,0.34285714285714286,0.34285714285714286,0.02857142857142857,0.5714285714285714,6.408272075588712,41.06595099477006,0.0,0.014285714285714285,0.0,0.0,0.04285714285714286,0.0,3.5,1.5040773967762742,Montenegro
Adam Masina,1.5,28,0.75,0.42857142857142855,34.67857142857143,0.32142857142857145,303,0.0071428571428571435,2.607142857142857,0.02142857142857143,0.21428571428571427,0.03571428571428571,0.35714285714285715,0.2857142857142857,0.21428571428571427,0.42857142857142855,0.10714285714285714,0.8214285714285714,5.197313171479127,27.012064202430423,0.0,0.8571428571428571,0.0,0.0,0.03571428571428571,0.0,1.5,0.9162907318741551,Morocco
Adam Obert,3.0,21,1.1904761904761905,0.6190476190476191,15.714285714285714,0.42857142857142855,1399,0.01904761904761905,2.380952380952381,0.04285714285714285,0.23809523809523808,0.0,0.9047619047619048,0.3333333333333333,0.42857142857142855,1.2380952380952381,0.14285714285714285,1.0476190476190477,-3.4465224449592284,11.878516963607737,0.0,0.09523809523809523,0.2857142857142857,0.0,0.0,0.0,3.0,1.3862943611198906,Slovakia
Adam Smith,0.75,25,0.92,0.32,16.12,0.72,303,0.016,1.96,0.027999999999999997,0.24,0.04,1.36,0.28,0.28,0.52,0.04,0.76,7.876765226273648,62.04343042983375,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.5596157879354227,England
Adam Webster,11.0,14,1.0,1.0714285714285714,39.42857142857143,0.42857142857142855,303,0.028571428571428574,4.5,0.014285714285714287,0.07142857142857142,0.0,0.14285714285714285,0.07142857142857142,0.14285714285714285,0.35714285714285715,0.14285714285714285,0.5,4.191833719424331,17.57146993130282,0.0,1.0,0.0,0.0,0.0,0.0,11.0,2.4849066497880004,England
Adam Wharton,45.0,20,2.95,0.55,26.65,1.15,1399,0.15499999999999997,5.35,0.015000000000000003,0.1,0.25,0.55,0.65,0.4,0.85,0.35,0.6,-5.2711799792058045,27.785338373180107,0.0,0.0,0.0,0.0,0.0,0.0,45.0,3.828641396489095,England
Adama Boiro,2.5,18,0.8888888888888888,0.7777777777777778,18.444444444444443,1.1666666666666667,1399,0.022222222222222223,2.5555555555555554,0.011111111111111112,0.4444444444444444,0.0,2.0,0.8333333333333334,0.8888888888888888,1.2777777777777777,0.0,0.7222222222222222,-3.290358061397587,10.826456172204086,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,2.5,1.252762968495368,Spain
Adama Traore,9.0,36,2.2777777777777777,2.5277777777777777,16.86111111111111,1.25,303,0.13333333333333333,1.8888888888888888,0.11388888888888887,1.3333333333333333,0.16666666666666666,4.472222222222222,0.6944444444444444,1.0,1.0277777777777777,0.05555555555555555,0.6666666666666666,3.1342994728489906,9.82383318550146,0.0,0.0,0.0,0.17592592592592593,0.6759259259259259,0.0,9.0,2.302585092994046,Spain
Ademola Lookman,60.0,31,4.354838709677419,6.419354838709677,31.419354838709676,2.2580645161290325,668,0.23225806451612904,2.3548387096774195,0.3032258064516129,1.1935483870967742,0.0967741935483871,10.193548387096774,1.6451612903225807,2.064516129032258,2.3225806451612905,0.16129032258064516,1.0,1.400052897506523,1.9601481158164105,0.0,0.0,0.01075268817204301,0.04838709677419355,0.0,0.41397849462365593,60.0,4.110873864173311,Nigeria
Adnan Januzaj,1.2,18,2.0555555555555554,0.8333333333333334,17.72222222222222,0.7777777777777778,303,0.05,2.2777777777777777,0.044444444444444446,0.7777777777777778,0.4444444444444444,3.2222222222222223,0.5,1.2222222222222223,1.7222222222222223,0.05555555555555555,0.2777777777777778,4.101422760520222,16.82166866051332,0.0,0.027777777777777776,0.0,0.0,0.16666666666666666,0.19444444444444445,1.2,0.7884573603642702,Belgium
Ado Onaiwu,1.5,31,0.9032258064516129,0.967741935483871,11.161290322580646,0.5483870967741935,303,0.035483870967741936,1.064516129032258,0.12903225806451613,0.3548387096774194,0.03225806451612903,2.3870967741935485,0.7096774193548387,0.41935483870967744,0.9354838709677419,0.12903225806451613,0.2903225806451613,3.326080294766797,11.062810127235982,0.0,0.0,0.0,0.04838709677419355,0.03225806451612903,0.20967741935483872,1.5,0.9162907318741551,Japan
Adria Altimira,1.5,22,0.9545454545454546,0.36363636363636365,19.636363636363637,1.0454545454545454,303,0.022727272727272728,1.9090909090909092,0.009090909090909092,0.45454545454545453,0.09090909090909091,3.1363636363636362,0.3181818181818182,0.5454545454545454,1.2727272727272727,0.09090909090909091,1.2272727272727273,-2.038303266877037,4.154680207761601,0.0,0.0,0.11363636363636363,0.1515151515151515,0.09090909090909091,0.0,1.5,0.9162907318741551,Spain
Adria Pedrosa,7.0,31,1.5161290322580645,0.6774193548387096,26.64516129032258,1.5806451612903225,1034,0.054838709677419356,2.5483870967741935,0.01935483870967742,0.5483870967741935,0.03225806451612903,3.096774193548387,0.4838709677419355,0.5806451612903226,1.1935483870967742,0.1935483870967742,1.2258064516129032,0.8384090618900863,0.7029297550594147,0.0,0.0,0.01075268817204301,0.0,0.0,0.0,7.0,2.0794415416798357,Spain
Adrian,1.2,19,0.0,0.0,15.736842105263158,0.0,303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05263157894736842,0.15789473684210525,0.0,12.189093993396938,148.5740123798653,1.0,0.0,0.0,0.0,0.0,0.0,1.2,0.7884573603642702,Spain
Adrian Benedyczak,4.5,9,0.3333333333333333,0.4444444444444444,6.666666666666667,0.2222222222222222,1034,0.0,0.3333333333333333,0.03333333333333334,0.0,0.0,1.3333333333333333,0.3333333333333333,0.2222222222222222,0.5555555555555556,0.0,0.4444444444444444,-1.7561114860551186,3.083927551454717,0.0,0.0,0.0,0.5,0.16666666666666666,0.2222222222222222,4.5,1.7047480922384253,Poland
Adrian Bernabe,15.0,21,2.761904761904762,0.38095238095238093,38.95238095238095,1.8571428571428572,668,0.047619047619047616,5.476190476190476,0.05238095238095238,0.7142857142857143,0.23809523809523808,0.9523809523809523,0.6666666666666666,0.6190476190476191,0.5714285714285714,0.09523809523809523,0.42857142857142855,-2.1972073764660784,4.827720255196947,0.0,0.0,0.0,0.0,0.0,0.0,15.0,2.772588722239781,Spain
Adrian Nino,2.0,1,0.0,2.0,1.0,0.0,303,0.0,0.0,0.2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-5.6109060066030665,31.48226621493437,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0986122886681098,Spain
Adrien Rabiot,25.0,29,2.2758620689655173,3.4482758620689653,49.827586206896555,1.793103448275862,303,0.13103448275862067,5.793103448275862,0.2517241379310345,0.896551724137931,0.20689655172413793,6.0,1.0689655172413792,0.7931034482758621,1.793103448275862,0.10344827586206896,1.8275862068965518,3.9260802947667983,15.41410648095615,0.0,0.034482758620689655,0.0,0.0,0.0,0.0,25.0,3.258096538021482,France
Adrien Tameze,2.0,20,0.4,0.65,12.85,0.45,303,0.045,1.15,0.015,0.2,0.0,1.05,0.15,0.4,0.5,0.0,0.4,5.030189883807893,25.30281026716326,0.0,0.05,0.05,0.0,0.0,0.1,2.0,1.0986122886681098,Cameroon
Adrien Thomasson,5.0,33,3.303030303030303,3.393939393939394,41.24242424242424,1.0303030303030303,303,0.18484848484848487,4.515151515151516,0.18484848484848485,0.7878787878787878,0.12121212121212122,4.181818181818182,1.2424242424242424,0.9696969696969697,2.0303030303030303,0.15151515151515152,1.5454545454545454,5.238409061890085,27.44092949969216,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.791759469228055,France
Adrien Truffert,15.0,33,2.303030303030303,1.7272727272727273,35.93939393939394,1.3636363636363635,1764,0.09696969696969697,3.1515151515151514,0.06969696969696969,0.48484848484848486,0.030303030303030304,7.363636363636363,0.7575757575757576,0.6666666666666666,1.0909090909090908,0.18181818181818182,0.7575757575757576,-2.706796417561968,7.326746846126303,0.0,0.0707070707070707,0.47979797979797983,0.0,0.0,0.0,15.0,2.772588722239781,France
Aihen Munoz,4.0,21,0.47619047619047616,0.19047619047619047,19.238095238095237,0.7619047619047619,668,0.009523809523809525,1.8095238095238095,0.004761904761904762,0.3333333333333333,0.0,1.3333333333333333,0.14285714285714285,0.19047619047619047,0.47619047619047616,0.19047619047619047,0.7142857142857143,1.575395363259947,2.48187055058094,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.6094379124341003,Spain
Aimar Oroz,15.0,37,2.4864864864864864,1.972972972972973,28.054054054054053,1.972972972972973,1399,0.06486486486486487,4.405405405405405,0.09189189189189188,1.3243243243243243,0.24324324324324326,3.8378378378378377,1.4864864864864864,1.135135135135135,1.5675675675675675,0.1891891891891892,0.7567567567567568,-2.706796417561968,7.326746846126303,0.0,0.0,0.0,0.06306306306306306,0.0,0.06306306306306306,15.0,2.772588722239781,Spain
Ainsley MaitlandNiles,12.0,32,1.71875,2.125,28.625,0.6875,668,0.1125,3.1875,0.090625,0.53125,0.125,3.4375,0.625,0.65625,0.875,0.21875,0.5,1.5206008427120032,2.3122269228564543,0.0,0.0,0.078125,0.0,0.015625,0.0,12.0,2.5649493574615367,England
Aissa Mandi,1.2,24,0.9583333333333334,0.9166666666666666,41.25,0.5416666666666666,303,0.012500000000000002,3.4166666666666665,0.008333333333333333,0.125,0.041666666666666664,0.875,0.16666666666666666,0.041666666666666664,0.3333333333333333,0.08333333333333333,0.2916666666666667,7.353477555040769,54.073632152488365,0.0,0.4583333333333333,0.0,0.0,0.041666666666666664,0.0,1.2,0.7884573603642702,Algeria
Aitor Fernandez,0.7,1,0.0,0.0,17.0,0.0,668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.71238166462981,59.480830940918075,1.0,0.0,0.0,0.0,0.0,0.0,0.7,0.5306282510621704,Spain
Aitor Paredes,22.0,23,0.34782608695652173,0.4782608695652174,30.782608695652176,0.13043478260869565,1399,0.0,2.0,0.10434782608695652,0.0,0.0,0.08695652173913043,0.043478260869565216,0.043478260869565216,0.30434782608695654,0.08695652173913043,1.0,-1.1232347737263524,1.26165635690809,0.0,1.0,0.0,0.0,0.0,0.0,22.0,3.1354942159291497,Spain
Aitor Ruibal,3.5,29,1.2413793103448276,1.1379310344827587,15.827586206896552,0.8620689655172413,1034,0.0793103448275862,1.7241379310344827,0.027586206896551727,0.4827586206896552,0.034482758620689655,2.206896551724138,0.5517241379310345,0.4482758620689655,0.9310344827586207,0.1724137931034483,0.3448275862068966,2.975395363259949,8.852977567708804,0.0,0.0,0.0,0.06896551724137931,0.22413793103448276,0.10344827586206896,3.5,1.5040773967762742,Spain
Akor Adams,5.0,19,1.3157894736842106,2.6315789473684212,10.210526315789474,0.2631578947368421,1399,0.042105263157894736,0.5789473684210527,0.2421052631578947,0.42105263157894735,0.05263157894736842,2.6315789473684212,0.7368421052631579,0.3157894736842105,0.9473684210526315,0.10526315789473684,0.9473684210526315,-1.010906006603065,1.0219309541861563,0.0,0.0,0.0,0.0,0.0,1.0,5.0,1.791759469228055,Nigeria
Alan Matturro,7.0,13,0.6923076923076923,0.6923076923076923,20.0,0.38461538461538464,303,0.007692307692307693,1.1538461538461537,0.007692307692307693,0.23076923076923078,0.0,0.6923076923076923,0.23076923076923078,0.15384615384615385,0.46153846153846156,0.07692307692307693,0.7692307692307693,-5.715015595644161,32.661403258455984,0.0,0.6153846153846154,0.07692307692307693,0.0,0.0,0.0,7.0,2.0794415416798357,Uruguay
Albert Grønbaek,11.0,20,1.55,2.15,13.55,0.75,303,0.05500000000000001,1.55,0.06999999999999999,0.55,0.05,3.05,0.95,1.4,1.9,0.15,0.5,-2.383508746329092,5.681113943827279,0.0,0.0,0.0,0.15,0.0,0.2,11.0,2.4849066497880004,Denmark
Albert Guðmundsson,18.0,24,1.625,1.3333333333333333,19.416666666666668,1.125,1399,0.075,1.5416666666666667,0.1125,0.625,0.041666666666666664,2.4583333333333335,0.5833333333333334,0.25,1.2083333333333333,0.041666666666666664,0.5416666666666666,1.7479981029859744,3.055497368042565,0.0,0.0,0.0,0.020833333333333332,0.020833333333333332,0.4583333333333333,18.0,2.9444389791664403,Iceland
Albert Sambi Lokonga,8.0,22,1.5909090909090908,0.7727272727272727,33.90909090909091,0.6363636363636364,303,0.04090909090909091,4.2272727272727275,0.03636363636363637,0.18181818181818182,0.22727272727272727,0.9090909090909091,0.5909090909090909,0.18181818181818182,0.8636363636363636,0.045454545454545456,1.0,-0.6246046367400524,0.3901309522371728,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.1972245773362196,Belgium
Alberto Cerri,1.0,5,0.2,1.8,5.8,0.0,303,0.0,0.0,0.22000000000000003,0.0,0.0,2.2,0.6,0.0,0.4,0.0,0.6,2.4932035824380314,6.216064103481834,0.0,0.0,0.0,0.0,0.0,0.8,1.0,0.6931471805599453,Italy
Alberto Dossena,8.0,23,0.4782608695652174,0.8695652173913043,33.73913043478261,0.043478260869565216,1034,0.026086956521739136,1.565217391304348,0.034782608695652174,0.17391304347826086,0.0,0.043478260869565216,0.13043478260869565,0.08695652173913043,0.34782608695652173,0.13043478260869565,0.9565217391304348,0.22471043175309902,0.05049477813866417,0.0,1.0,0.0,0.0,0.0,0.0,8.0,2.1972245773362196,Italy
